Date,Open,High,Low,Close,Volume
2026-04-27 21:15:15.938884,466.75702489305775,469.9957817844428,461.8482009424643,466.75702489305775,159260
2026-04-28 21:15:15.938884,480.2641191864678,482.5605591828841,477.6355562311017,480.2641191864678,199171
2026-04-29 21:15:15.938884,490.1613200043741,490.5434553291833,488.9046075162959,490.1613200043741,162692
2026-04-30 21:15:15.938884,498.92010674143626,501.6167362074641,495.993864427428,498.92010674143626,141010
2026-05-01 21:15:15.938884,506.01905613481506,506.4484506606944,503.57629234790517,506.01905613481506,129260
2026-05-02 21:15:15.938884,515.8869135317213,518.5350783155963,512.4298943192406,515.8869135317213,127460
2026-05-03 21:15:15.938884,526.9264537819402,527.0473787281528,525.638282540581,526.9264537819402,114479
2026-05-04 21:15:15.938884,537.8655737925085,541.1814804520228,537.8651394434817,537.8655737925085,128013
2026-05-05 21:15:15.938884,450.4877945421211,452.73478431645134,446.25490414628814,450.4877945421211,127721
2026-05-06 21:15:15.938884,461.342116532929,461.7856305445114,456.35168003638654,461.342116532929,119696
2026-05-07 21:15:15.938884,472.76951600629013,477.5165691541466,470.2903904773095,472.76951600629013,169877
2026-05-08 21:15:15.938884,479.57123349257307,484.27610178753093,479.5023126103794,479.57123349257307,193662
2026-05-09 21:15:15.938884,490.6546460914578,491.09831327828977,486.760251023042,490.6546460914578,189176
2026-05-10 21:15:15.938884,504.4170301390862,506.99579886523486,500.41277593767677,504.4170301390862,168691
2026-05-11 21:15:15.938884,508.1070462379124,511.35334998905114,506.5919935802941,508.1070462379124,174313
2026-05-12 21:15:15.938884,524.4926862079288,525.5292452886964,521.1435901059631,524.4926862079288,126401
2026-05-13 21:15:15.938884,530.9586094392614,534.6271955650709,530.7837052146064,530.9586094392614,112082
2026-05-14 21:15:15.938884,540.1211241935556,540.8856859368668,535.693763881633,540.1211241935556,138937
